# energy,bc_sum,bcd_x_sum,bcd_y_sum
-3.000000,-0.000000,-0.000000,-0.000000
-2.993900,-0.000000,-0.000000,-0.000000
-2.987800,0.000000,0.000000,-0.000000
-2.981700,0.000000,0.000000,-0.000000
-2.975600,0.000000,0.000000,-0.000000
-2.969500,-0.000000,0.000000,-0.000000
-2.963400,-0.000000,-0.000000,-0.000000
-2.957300,0.000000,0.000000,-0.000000
-2.951200,0.000000,0.000000,-0.000001
-2.945100,-0.000000,-0.000000,-0.000001
-2.939000,0.000000,0.000000,-0.000001
-2.932900,-0.000000,-0.000000,-0.000001
-2.926800,0.000000,0.000000,-0.000001
-2.920700,-0.000000,-0.000000,-0.000001
-2.914600,0.000000,0.000000,-0.000001
-2.908500,-0.000000,-0.000000,-0.000002
-2.902400,-0.000000,-0.000000,-0.000002
-2.896300,-0.000000,-0.000000,-0.000002
-2.890200,0.000000,0.000000,-0.000002
-2.884100,-0.000000,-0.000000,-0.000003
-2.878000,0.000000,0.000000,-0.000003
-2.871900,-0.000000,-0.000000,-0.000003
-2.865800,0.000000,0.000000,-0.000004
-2.859700,0.000000,0.000000,-0.000004
-2.853600,-0.000000,-0.000000,-0.000004
-2.847500,0.000000,0.000000,-0.000005
-2.841400,0.000000,0.000000,-0.000005
-2.835300,-0.000000,-0.000000,-0.000006
-2.829200,-0.000000,-0.000000,-0.000006
-2.823100,0.000000,0.000000,-0.000006
-2.817000,0.000000,0.000000,-0.000007
-2.810900,0.000000,0.000000,-0.000007
-2.804800,-0.000000,-0.000000,-0.000008
-2.798700,-0.000000,-0.000000,-0.000009
-2.792600,-0.000000,-0.000000,-0.000009
-2.786500,-0.000000,-0.000000,-0.000010
-2.780400,-0.000000,-0.000000,-0.000010
-2.774300,-0.000000,-0.000000,-0.000011
-2.768200,-0.000000,-0.000000,-0.000012
-2.762100,0.000000,0.000000,-0.000012
-2.756000,-0.000000,-0.000000,-0.000013
-2.749900,-0.000000,-0.000000,-0.000014
-2.743800,0.000000,0.000000,-0.000014
-2.737700,-0.000000,-0.000000,-0.000015
-2.731600,0.000000,0.000000,-0.000016
-2.725500,0.000000,0.000000,-0.000017
-2.719400,-0.000000,-0.000000,-0.000018
-2.713300,-0.000000,-0.000000,-0.000018
-2.707200,-0.000000,-0.000000,-0.000018
-2.701100,0.000000,0.000000,-0.000020
-2.695000,0.000000,0.000000,-0.000021
-2.688900,-0.000000,-0.000000,-0.000022
-2.682800,0.000000,0.000000,-0.000023
-2.676700,0.000000,0.000000,-0.000024
-2.670600,0.000000,0.000000,-0.000025
-2.664500,-0.000000,-0.000000,-0.000026
-2.658400,-0.000000,-0.000000,-0.000028
-2.652300,-0.000000,-0.000000,-0.000029
-2.646200,0.000001,0.000000,-0.000030
-2.640100,0.000000,0.000000,-0.000031
-2.634000,-0.000000,-0.000000,-0.000032
-2.627900,-0.000001,-0.000000,-0.000034
-2.621800,-0.000000,-0.000000,-0.000035
-2.615700,0.000001,0.000000,-0.000036
-2.609600,-0.000001,-0.000000,-0.000038
-2.603500,-0.000000,-0.000000,-0.000039
-2.597400,-0.000000,-0.000000,-0.000041
-2.591300,0.000000,0.000000,-0.000042
-2.585200,-0.000001,-0.000000,-0.000044
-2.579100,0.000001,0.000000,-0.000045
-2.573000,0.000000,0.000000,-0.000047
-2.566900,-0.000000,-0.000000,-0.000048
-2.560800,0.000001,0.000000,-0.000050
-2.554700,0.000002,0.000000,-0.000052
-2.548600,-0.000000,-0.000000,-0.000053
-2.542500,0.000000,0.000000,-0.000055
-2.536400,0.000000,0.000000,-0.000057
-2.530300,-0.000002,-0.000000,-0.000059
-2.524200,0.000002,0.000000,-0.000061
-2.518100,-0.000001,-0.000000,-0.000063
-2.512000,0.000001,0.000000,-0.000065
-2.505900,-0.000001,-0.000000,-0.000067
-2.499800,-0.000000,-0.000000,-0.000069
-2.493700,0.000001,0.000000,-0.000071
-2.487600,-0.000002,-0.000000,-0.000073
-2.481500,0.000000,-0.000000,-0.000076
-2.475400,0.000000,-0.000000,-0.000078
-2.469300,-0.000000,-0.000000,-0.000080
-2.463200,-0.000003,-0.000000,-0.000083
-2.457100,0.000003,0.000000,-0.000085
-2.451000,0.000000,0.000000,-0.000088
-2.444900,-0.000001,-0.000000,-0.000090
-2.438800,0.000002,0.000000,-0.000093
-2.432700,0.000001,0.000000,-0.000096
-2.426600,-0.000002,-0.000000,-0.000098
-2.420500,0.000002,0.000000,-0.000101
-2.414400,0.000000,0.000000,-0.000104
-2.408300,-0.000000,-0.000000,-0.000107
-2.402200,-0.000002,-0.000000,-0.000110
-2.396100,0.000004,0.000000,-0.000113
-2.390000,-0.000003,-0.000000,-0.000116
-2.383900,0.000002,0.000000,-0.000119
-2.377800,-0.000004,-0.000000,-0.000123
-2.371700,0.000004,0.000000,-0.000126
-2.365600,0.000001,0.000000,-0.000129
-2.359500,-0.000002,-0.000000,-0.000133
-2.353400,-0.000000,-0.000000,-0.000136
-2.347300,-0.000000,-0.000000,-0.000140
-2.341200,0.000002,0.000000,-0.000143
-2.335100,-0.000003,-0.000000,-0.000147
-2.329000,0.000001,0.000000,-0.000151
-2.322900,-0.000003,-0.000000,-0.000155
-2.316800,-0.000003,-0.000000,-0.000155
-2.310700,0.000004,0.000000,-0.000159
-2.304600,-0.000005,-0.000000,-0.000167
-2.298500,-0.000000,-0.000000,-0.000171
-2.292400,-0.000000,-0.000000,-0.000171
-2.286300,0.000001,-0.000000,-0.000175
-2.280200,0.000004,0.000000,-0.000184
-2.274100,-0.000003,-0.000000,-0.000189
-2.268000,-0.000000,-0.000000,-0.000194
-2.261900,-0.000000,-0.000000,-0.000194
-2.255800,-0.000008,-0.000000,-0.000203
-2.249700,0.000006,0.000000,-0.000208
-2.243600,0.000007,0.000000,-0.000213
-2.237500,-0.000008,-0.000000,-0.000218
-2.231400,-0.000003,-0.000000,-0.000223
-2.225300,0.000001,-0.000000,-0.000229
-2.219200,-0.000007,-0.000000,-0.000234
-2.213100,-0.000002,-0.000000,-0.000240
-2.207000,0.000004,0.000000,-0.000245
-2.200900,0.000000,-0.000000,-0.000251
-2.194800,0.000006,0.000000,-0.000257
-2.188700,0.000001,-0.000000,-0.000263
-2.182600,-0.000006,-0.000000,-0.000269
-2.176500,0.000001,-0.000000,-0.000276
-2.170400,-0.000002,-0.000000,-0.000282
-2.164300,-0.000007,-0.000000,-0.000288
-2.158200,-0.000003,-0.000000,-0.000295
-2.152100,0.000005,0.000000,-0.000302
-2.146000,0.000006,0.000000,-0.000309
-2.139900,0.000006,0.000000,-0.000316
-2.133800,-0.000001,-0.000000,-0.000323
-2.127700,0.000004,-0.000000,-0.000330
-2.121600,-0.000010,-0.000001,-0.000338
-2.115500,-0.000008,-0.000001,-0.000345
-2.109400,0.000003,-0.000000,-0.000353
-2.103300,-0.000011,-0.000001,-0.000361
-2.097200,-0.000005,-0.000000,-0.000369
-2.091100,0.000002,-0.000000,-0.000377
-2.085000,-0.000000,-0.000000,-0.000385
-2.078900,-0.000004,-0.000000,-0.000394
-2.072800,0.000006,0.000000,-0.000403
-2.066700,0.000014,0.000000,-0.000411
-2.060600,0.000002,-0.000000,-0.000420
-2.054500,-0.000003,-0.000000,-0.000430
-2.048400,0.000003,-0.000000,-0.000439
-2.042300,0.000011,0.000000,-0.000449
-2.036200,0.000001,-0.000000,-0.000459
-2.030100,-0.000001,-0.000000,-0.000469
-2.024000,0.000001,-0.000000,-0.000479
-2.017900,0.000004,-0.000000,-0.000489
-2.011800,-0.000013,-0.000001,-0.000500
-2.005700,-0.000013,-0.000001,-0.000510
-1.999600,0.000004,-0.000000,-0.000521
-1.993500,0.000001,-0.000000,-0.000532
-1.987400,-0.000005,-0.000001,-0.000544
-1.981300,-0.000019,-0.000001,-0.000556
-1.975200,0.000009,-0.000000,-0.000567
-1.969100,0.000011,-0.000000,-0.000579
-1.963000,0.000009,-0.000000,-0.000592
-1.956900,-0.000006,-0.000001,-0.000604
-1.950800,-0.000002,-0.000001,-0.000617
-1.944700,0.000008,-0.000000,-0.000630
-1.938600,0.000009,-0.000000,-0.000644
-1.932500,-0.000012,-0.000001,-0.000658
-1.926400,-0.000015,-0.000001,-0.000671
-1.920300,0.000001,-0.000001,-0.000686
-1.914200,0.000012,-0.000000,-0.000700
-1.908100,0.000022,0.000000,-0.000714
-1.902000,0.000018,-0.000000,-0.000730
-1.895900,-0.000005,-0.000001,-0.000745
-1.889800,0.000007,-0.000000,-0.000761
-1.883700,0.000021,0.000000,-0.000776
-1.877600,0.000026,0.000000,-0.000793
-1.871500,0.000022,-0.000000,-0.000809
-1.865400,0.000017,-0.000000,-0.000826
-1.859300,0.000004,-0.000001,-0.000844
-1.853200,0.000022,-0.000000,-0.000861
-1.847100,0.000022,-0.000000,-0.000861
-1.841000,-0.000022,-0.000002,-0.000898
-1.834900,-0.000022,-0.000002,-0.000898
-1.828800,-0.000001,-0.000001,-0.000916
-1.822700,0.000014,-0.000001,-0.000955
-1.816600,0.000014,-0.000001,-0.000955
-1.810500,-0.000008,-0.000002,-0.000995
-1.804400,-0.000016,-0.000002,-0.001015
-1.798300,-0.000016,-0.000002,-0.001015
-1.792200,0.000018,-0.000001,-0.001058
-1.786100,0.000018,-0.000001,-0.001058
-1.780000,-0.000007,-0.000002,-0.001102
-1.773900,-0.000026,-0.000003,-0.001125
-1.767800,-0.000026,-0.000003,-0.001125
-1.761700,-0.000033,-0.000003,-0.001173
-1.755600,-0.000006,-0.000002,-0.001197
-1.749500,0.000001,-0.000002,-0.001221
-1.743400,0.000011,-0.000002,-0.001246
-1.737300,0.000011,-0.000002,-0.001246
-1.731200,0.000002,-0.000002,-0.001299
-1.725100,0.000003,-0.000002,-0.001325
-1.719000,-0.000007,-0.000002,-0.001353
-1.712900,-0.000004,-0.000002,-0.001381
-1.706800,-0.000010,-0.000003,-0.001410
-1.700700,-0.000031,-0.000004,-0.001439
-1.694600,-0.000021,-0.000004,-0.001469
-1.688500,0.000018,-0.000002,-0.001499
-1.682400,0.000028,-0.000002,-0.001529
-1.676300,0.000052,-0.000001,-0.001561
-1.670200,0.000046,-0.000001,-0.001593
-1.664100,-0.000003,-0.000003,-0.001627
-1.658000,-0.000030,-0.000005,-0.001661
-1.651900,-0.000022,-0.000004,-0.001695
-1.645800,0.000015,-0.000003,-0.001730
-1.639700,0.000003,-0.000004,-0.001766
-1.633600,0.000003,-0.000004,-0.001766
-1.627500,-0.000001,-0.000004,-0.001840
-1.621400,-0.000001,-0.000004,-0.001840
-1.615300,-0.000068,-0.000007,-0.001879
-1.609200,-0.000003,-0.000005,-0.001957
-1.603100,-0.000003,-0.000005,-0.001957
-1.597000,0.000000,-0.000005,-0.002039
-1.590900,0.000040,-0.000003,-0.002081
-1.584800,0.000040,-0.000003,-0.002081
-1.578700,0.000006,-0.000006,-0.002169
-1.572600,0.000006,-0.000006,-0.002169
-1.566500,0.000029,-0.000005,-0.002261
-1.560400,0.000043,-0.000004,-0.002308
-1.554300,0.000017,-0.000006,-0.002356
-1.548200,0.000018,-0.000006,-0.002406
-1.542100,-0.000073,-0.000010,-0.002457
-1.536000,-0.000060,-0.000011,-0.002509
-1.529900,0.000000,-0.000008,-0.002561
-1.523800,0.000000,-0.000008,-0.002561
-1.517700,-0.000040,-0.000010,-0.002670
-1.511600,-0.000046,-0.000010,-0.002726
-1.505500,0.000049,-0.000006,-0.002782
-1.499400,-0.000034,-0.000011,-0.002841
-1.493300,-0.000030,-0.000011,-0.002902
-1.487200,-0.000057,-0.000013,-0.002963
-1.481100,0.000034,-0.000009,-0.003025
-1.475000,0.000006,-0.000011,-0.003090
-1.468900,0.000051,-0.000009,-0.003155
-1.462800,0.000015,-0.000011,-0.003220
-1.456700,0.000065,-0.000010,-0.003288
-1.450600,-0.000073,-0.000017,-0.003361
-1.444500,-0.000062,-0.000017,-0.003432
-1.438400,-0.000029,-0.000015,-0.003505
-1.432300,0.000024,-0.000013,-0.003579
-1.426200,-0.000042,-0.000017,-0.003656
-1.420100,0.000044,-0.000013,-0.003732
-1.414000,0.000108,-0.000011,-0.003811
-1.407900,0.000108,-0.000011,-0.003811
-1.401800,0.000043,-0.000015,-0.003893
-1.395700,-0.000027,-0.000021,-0.004063
-1.389600,-0.000027,-0.000021,-0.004063
-1.383500,-0.000037,-0.000021,-0.004240
-1.377400,-0.000037,-0.000021,-0.004240
-1.371300,-0.000003,-0.000021,-0.004330
-1.365200,0.000017,-0.000020,-0.004518
-1.359100,0.000017,-0.000020,-0.004518
-1.353000,-0.000102,-0.000029,-0.004717
-1.346900,-0.000075,-0.000030,-0.004819
-1.340800,-0.000075,-0.000030,-0.004819
-1.334700,0.000074,-0.000023,-0.005028
-1.328600,0.000074,-0.000023,-0.005028
-1.322500,0.000031,-0.000026,-0.005246
-1.316400,0.000041,-0.000028,-0.005359
-1.310300,0.000041,-0.000028,-0.005359
-1.304200,-0.000066,-0.000038,-0.005598
-1.298100,-0.000194,-0.000044,-0.005721
-1.292000,-0.000035,-0.000037,-0.005845
-1.285900,-0.000035,-0.000037,-0.005845
-1.279800,0.000146,-0.000031,-0.006097
