# energy,bc_sum,bcd_x_sum,bcd_y_sum
-0.212300,-0.725305,-0.121827,0.284358
-0.206200,-0.684996,-0.123402,0.291792
-0.200100,-0.642699,-0.119112,0.311463
-0.194000,-0.554760,-0.111485,0.348403
-0.187900,-0.501943,-0.110393,0.357479
-0.181800,-0.442891,-0.106696,0.371446
-0.175700,-0.442891,-0.106696,0.371446
-0.169600,-0.401691,-0.102305,0.384792
-0.163500,-0.341819,-0.089881,0.449266
-0.157400,-0.321007,-0.077853,0.488856
-0.151300,-0.305005,-0.070133,0.542895
-0.145200,-0.305005,-0.070133,0.542895
-0.139100,-0.293714,-0.067079,0.695168
-0.133000,-0.299492,-0.068806,0.801868
-0.126900,-0.315886,-0.068577,0.944445
-0.120800,-0.345940,-0.066167,1.144188
-0.114700,-0.396213,-0.059954,1.394377
-0.108600,-0.474104,-0.052320,1.738624
-0.102500,-0.598714,-0.047729,2.190050
-0.096400,-0.795352,-0.055798,2.776176
-0.090300,-1.056906,-0.116202,3.614692
-0.084200,-1.413845,-0.249180,4.880545
-0.078100,-1.942407,-0.508593,6.799766
-0.072000,-2.804684,-0.991321,9.393742
-0.065900,-4.442758,-1.231978,8.086200
-0.059800,-5.404217,0.090487,-0.567180
-0.053700,-5.346386,0.085834,-0.636212
-0.047600,-5.346386,0.085834,-0.636212
-0.041500,-5.208842,0.075912,-0.829378
-0.035400,-3.624030,-1.256762,-10.621408
-0.029300,-2.301353,-0.799750,-9.307378
-0.023200,-1.473519,-0.432706,-7.206552
-0.017100,-1.473519,-0.432706,-7.206552
-0.011000,-0.369479,-0.088914,-5.229036
-0.004900,0.089728,0.021254,-5.067495
0.001200,0.558388,0.136974,-5.370745
0.007300,1.089582,0.292862,-6.203368
0.013400,1.763207,0.553634,-7.715974
0.019500,2.737533,0.998382,-9.802922
0.025600,4.422462,1.010498,-7.475863
0.031700,5.238969,-0.078004,-0.805286
0.037800,5.308395,-0.083675,-0.707854
0.043900,5.370165,-0.086757,-0.630159
0.050000,5.425594,-0.090238,-0.566025
0.056100,3.650470,1.335913,10.775565
0.062200,2.408279,0.767676,8.694365
0.068300,1.706899,0.384352,6.140777
0.074400,1.258566,0.186560,4.423501
0.080500,0.945632,0.085724,3.304821
0.086600,0.709748,0.050385,2.562504
0.092700,0.543077,0.054169,2.021948
0.098800,0.439489,0.056478,1.607679
0.104900,0.373908,0.062088,1.295519
0.111000,0.332474,0.062155,1.061460
0.117100,0.308045,0.060625,0.883480
0.123200,0.296487,0.065334,0.742738
0.129300,0.294160,0.065658,0.645005
0.135400,0.298820,0.068602,0.568884
0.141500,0.311246,0.076196,0.504431
0.147600,0.328897,0.080559,0.474482
0.153700,0.351794,0.090536,0.437558
0.159800,0.381759,0.097470,0.421030
0.165900,0.416684,0.101763,0.409460
0.172000,0.461486,0.109116,0.398561
0.178100,0.461486,0.109116,0.398561
0.184200,0.524117,0.115786,0.409973
0.190300,0.573669,0.112447,0.397705
0.196400,0.616334,0.119947,0.393653
0.202500,0.701097,0.120817,0.368984
0.208600,0.740462,0.123980,0.355896
0.214700,0.740462,0.123980,0.355896
0.220800,0.782169,0.118786,0.341946
0.226900,0.823263,0.122409,0.327858
0.233000,0.908552,0.125826,0.301463
0.239100,0.950878,0.122147,0.288907
0.245200,0.950878,0.122147,0.288907
0.251300,0.996397,0.124095,0.277069
0.257400,1.042265,0.120875,0.258173
0.263500,1.137935,0.118427,0.241246
0.269600,1.187645,0.112432,0.237381
0.275700,1.187645,0.112432,0.237381
0.281800,1.240312,0.111093,0.225902
0.287900,1.294221,0.107488,0.216986
0.294000,1.408802,0.099341,0.203199
0.300100,1.469316,0.090564,0.195388
0.306200,1.532791,0.085705,0.188312
0.312300,1.532791,0.085705,0.188312
0.318400,1.598469,0.078802,0.181096
0.324500,1.740861,0.069261,0.173076
0.330600,1.818613,0.066439,0.166018
0.336700,1.899327,0.060565,0.161728
0.342800,1.899327,0.060565,0.161728
0.348900,1.984947,0.058332,0.156143
0.355000,2.171475,0.049844,0.150258
0.361100,2.274199,0.046696,0.145086
0.367200,2.382999,0.042802,0.143288
0.373300,2.382999,0.042802,0.143288
0.379400,2.499967,0.039076,0.140278
0.385500,2.759988,0.033221,0.136746
0.391600,2.905149,0.030406,0.135708
0.397700,3.062970,0.027444,0.132519
0.403800,3.234099,0.024319,0.132997
0.409900,3.234099,0.024319,0.132997
0.416000,3.626203,0.019000,0.127385
0.422100,3.852206,0.016822,0.126179
0.428200,3.852206,0.016822,0.126179
0.434300,4.381638,0.013061,0.117175
0.440400,4.694668,0.010472,0.106782
0.446500,5.048160,0.004907,0.095303
0.452600,5.451579,-0.005742,0.074537
0.458700,5.616604,-0.013003,0.065179
0.464800,5.619872,-0.013071,0.062364
0.470900,5.622692,-0.013091,0.059286
0.477000,5.625633,-0.013179,0.057043
0.483100,5.628541,-0.013166,0.054104
0.489200,5.631271,-0.013225,0.051379
0.495300,5.633909,-0.013145,0.049433
0.501400,5.636647,-0.013193,0.046256
0.507500,5.639265,-0.013133,0.044656
0.513600,5.641930,-0.013171,0.042844
0.519700,5.644306,-0.013150,0.041707
0.525800,5.646889,-0.013122,0.038818
0.531900,5.649212,-0.013059,0.037658
0.538000,5.651546,-0.013055,0.034498
0.544100,5.654026,-0.012960,0.032258
0.550200,5.656134,-0.012995,0.031079
0.556300,5.658489,-0.012910,0.029017
0.562400,5.660426,-0.012898,0.028449
0.568500,5.662682,-0.012808,0.026287
0.574600,5.664663,-0.012804,0.024996
0.580700,5.666742,-0.012704,0.022183
0.586800,5.668616,-0.012677,0.020329
0.592900,5.670563,-0.012584,0.018543
0.599000,5.672465,-0.012571,0.017901
0.605100,5.674163,-0.012496,0.016534
0.611200,5.675923,-0.012493,0.014293
0.617300,5.677712,-0.012373,0.013171
0.623400,5.525429,-0.005517,0.002494
0.629500,5.109045,0.005568,-0.015806
0.635600,4.745226,0.010949,-0.025710
0.641700,4.424821,0.013228,-0.033016
0.647800,4.140221,0.014936,-0.036857
0.653900,3.886191,0.017028,-0.039407
0.660000,3.657687,0.018880,-0.041588
0.666100,3.451176,0.021719,-0.042998
0.672200,3.263655,0.024344,-0.042018
0.678300,3.092578,0.026878,-0.043598
0.684400,2.936003,0.029399,-0.043990
0.690500,2.791774,0.032012,-0.044266
0.696600,2.658978,0.034346,-0.045415
0.702700,2.535992,0.036770,-0.045417
0.708800,2.421814,0.038548,-0.046928
0.714900,2.315554,0.041394,-0.047894
0.721000,2.216306,0.044852,-0.047417
0.727100,2.123631,0.045785,-0.048268
0.733200,2.036513,0.048860,-0.048231
0.739300,1.954925,0.053211,-0.050241
0.745400,1.877917,0.055760,-0.052658
0.751500,1.805493,0.056775,-0.055275
0.757600,1.736544,0.058366,-0.055916
0.763700,1.671878,0.061806,-0.058182
0.769800,1.610325,0.065327,-0.057752
0.775900,1.551739,0.067885,-0.061940
0.782000,1.496289,0.068559,-0.065160
0.788100,1.442769,0.071031,-0.065367
0.794200,1.392405,0.071654,-0.072398
0.800300,1.343931,0.074226,-0.071248
0.806400,1.297696,0.074776,-0.073526
0.812500,1.253357,0.077157,-0.079780
0.818600,1.210718,0.076716,-0.082909
0.824700,1.169575,0.080595,-0.085699
0.830800,1.169575,0.080595,-0.085699
0.836900,1.130619,0.078224,-0.087459
0.843000,1.056580,0.073491,-0.092448
0.849100,1.020394,0.070371,-0.097494
0.855200,0.986516,0.067787,-0.107321
0.861300,0.986516,0.067787,-0.107321
0.867400,0.952967,0.062989,-0.109128
0.873500,0.890166,0.049914,-0.112004
0.879600,0.860041,0.045292,-0.119077
0.885700,0.830399,0.037229,-0.127933
0.891800,0.801283,0.029714,-0.127490
0.897900,0.801283,0.029714,-0.127490
0.904000,0.745347,0.015436,-0.138758
0.910100,0.720220,0.010408,-0.152676
0.916200,0.692886,0.006571,-0.147853
0.922300,0.667043,0.000710,-0.172989
0.928400,0.667043,0.000710,-0.172989
0.934500,0.640743,-0.002104,-0.168422
0.940600,0.591750,-0.004949,-0.186391
0.946700,0.565172,-0.008032,-0.195143
0.952800,0.541750,-0.009968,-0.211401
0.958900,0.541750,-0.009968,-0.211401
0.965000,0.515261,-0.011813,-0.221247
0.971100,0.466208,-0.018081,-0.246089
0.977200,0.440276,-0.020194,-0.264021
0.983300,0.415856,-0.020275,-0.282022
0.989400,0.389213,-0.020264,-0.291411
0.995500,0.389213,-0.020264,-0.291411
1.001600,0.337649,-0.020829,-0.331364
1.007700,0.308317,-0.022212,-0.353039
1.013800,0.280294,-0.017508,-0.376273
1.019900,0.252030,-0.017574,-0.391462
1.026000,0.221209,-0.013406,-0.415309
1.032100,0.189281,-0.012227,-0.436898
1.038200,0.155959,-0.007035,-0.455487
1.044300,0.119353,-0.003983,-0.479560
1.050400,0.083574,0.001865,-0.509937
1.056500,0.044178,0.010163,-0.532817
1.062600,0.001895,0.018705,-0.555599
1.068700,-0.045940,0.023112,-0.581881
1.074800,-0.096240,0.027931,-0.602713
1.080900,-0.149285,0.026825,-0.606964
1.087000,-0.210544,0.020812,-0.596192
1.093100,-0.280041,0.016500,-0.553377
1.099200,-0.366556,0.001745,-0.463174
1.105300,-0.437310,-0.007582,-0.395933
1.111400,-0.503279,-0.018580,-0.351998
1.117500,-0.567629,-0.023938,-0.310021
1.123600,-0.627881,-0.031679,-0.285510
1.129700,-0.689057,-0.035829,-0.253302
1.135800,-0.749937,-0.043455,-0.219989
1.141900,-0.808786,-0.043959,-0.192166
1.148000,-0.866443,-0.049700,-0.167950
1.154100,-0.925880,-0.051894,-0.139695
1.160200,-0.984226,-0.057167,-0.112521
1.166300,-1.040723,-0.057456,-0.086289
1.172400,-1.094872,-0.058617,-0.054955
1.178500,-1.147524,-0.058662,-0.025704
1.184600,-1.193677,-0.064144,0.029270
1.190700,-1.193677,-0.064144,0.029270
1.196800,-1.269509,-0.076425,0.171747
1.202900,-1.299254,-0.087945,0.254838
1.209000,-1.322253,-0.094031,0.346313
1.215100,-1.341491,-0.110233,0.425682
1.221200,-1.357314,-0.126991,0.504286
1.227300,-1.372783,-0.142810,0.583562
1.233400,-1.382982,-0.156534,0.648882
1.239500,-1.391136,-0.174732,0.712485
1.245600,-1.400149,-0.185753,0.767333
1.251700,-1.408419,-0.195051,0.812754
1.257800,-1.414570,-0.200729,0.851037
1.263900,-1.420725,-0.206315,0.872321
1.270000,-1.426188,-0.212487,0.906428
1.276100,-1.431445,-0.215999,0.913909
1.282200,-1.434938,-0.220318,0.931533
1.288300,-1.441311,-0.222612,0.939757
1.294400,-1.445974,-0.224779,0.937733
1.300500,-1.448931,-0.226627,0.945813
1.306600,-1.453221,-0.235229,0.945847
1.312700,-1.456613,-0.238683,0.943173
1.318800,-1.461632,-0.241425,0.936770
1.324900,-1.464192,-0.236572,0.926521
1.331000,-1.466790,-0.245808,0.929300
1.337100,-1.470162,-0.254330,0.909961
1.343200,-1.472144,-0.250027,0.909949
1.349300,-1.475232,-0.260591,0.886894
1.355400,-1.476596,-0.254107,0.874198
1.361500,-1.478515,-0.252886,0.858876
1.367600,-1.477978,-0.262729,0.838063
1.373700,-1.477499,-0.262624,0.821347
1.379800,-1.476935,-0.262319,0.807117
1.385900,-1.474855,-0.264288,0.789653
1.392000,-1.473712,-0.262307,0.761269
1.398100,-1.470932,-0.264132,0.746672
